,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category
GO:0031225,GO:0031225,anchored component of membrane,37/2183,62/6642,1.21418986845588e-05,0.000337116245830104,0.000281180811642415,OTOA/LYPD6/FOLR2/VNN1/CNTN5/LPL/RTN4RL1/IGSF21/ALPP/GFRA2/CD14/ART4/CD52/NTNG1/RECK/MMP17/CD48/CNTN4/NTNG2/BST2/ACHE/GFRA3/TDGF1/CEACAM6/NT5E/CEACAM8/CEACAM7/GPC2/PRSS8/LYPD3/PSCA/LY6D/PRSS41/TFPI/FCGR3B/SMPDL3B/ALPL,37,CC
GO:0099503,GO:0099503,secretory vesicle,179/2183,423/6642,1.66997921483629e-05,0.000437905660779294,0.000365246915993434,CR1/SPX/LEFTY2/CLEC3B/SV2B/PENK/NFASC/ARC/SLC30A8/PTPRB/SYPL2/ABCC8/AOC1/TMEM163/TLR2/C5AR1/FCGR2A/RAB37/VNN1/LAIR1/FCER1G/C3AR1/CXCL1/F13A1/EDN1/SYN2/IGF1/VWF/MCTP1/HBB/SCAMP5/GPR84/CTSG/SELENOP/LILRB2/A2M/FPR1/RARRES2/SIGLEC9/CFD/CTSS/NCF2/SYT11/PECAM1/ADA2/CD36/ATP8A1/DPYSL3/LRRK2/NFAM1/MMP9/SRGN/CAMP/CD53/ITGB2/CD44/ALDH3B1/TYROBP/CD14/ITGAM/NCKAP1L/RPH3AL/PTPRC/CD33/KCNAB2/VEGFC/DOCK2/GAS6/CD93/PTPRN2/SYT15/CYBB/MYO5A/PRG2/DBH/TOR4A/LILRB3/TTR/LYZ/CHI3L1/ITIH3/NKD2/KNG1/FERMT3/SYT3/FPR2/ARHGAP9/HSPA6/HK3/TMSB4X/PDE4B/GMFG/PROS1/SERPINA1/LRMP/TMEM173/TBXA2R/SYTL4/TRIM36/TRPM2/PLA2G2A/ITGAX/CD300A/SYTL2/HRNR/CHIT1/ITGAL/MNDA/HGF/DOK3/PPBP/PTAFR/ABCA3/TGFB3/ARG1/TMEM190/CD38/MMP8/ENPP4/BST2/FGR/PKP1/APOA1/ATP8B4/SEPT5/FTL/SYT6/APBA1/HVCN1/PF4/SEPT4/THBS1/PRRT2/C3/FUCA1/PGM2/S100P/LAMP2/NEU1/ERP44/SPINK2/CALM1/PGM1/DNAJC3/PTPRN/STX11/TICAM2/GLA/CEACAM6/SCCPDH/TRIM9/FSTL3/RAB11FIP5/SERPINB12/CEACAM8/QPCT/LRG1/SLC6A9/CALR/TGFB1/LGI3/PRSS57/CD63/SNX10/MGST1/TF/SYT12/CTSW/ITGB3/SELL/SLCO4C1/OTOF/RAB44/NTF4/SFTPC/LTF/DRD2/ZG16/FCGR3B,179,CC
GO:0099240,GO:0099240,intrinsic component of synaptic membrane,33/2183,58/6642,0.000133429652171924,0.00323821025831137,0.00270091578191002,PLPPR4/CADM3/GRID1/SCN2A/CLSTN2/NRCAM/CNTN5/SYT11/GSG1L/GABRA4/ERBB4/LRRC4B/DRD1/PTPRO/LRRTM2/PCDH17/LRRC4/EFNB2/KCNA3/SLC8A1/P2RY1/NTNG1/NTNG2/HTR1B/SYT6/DAGLA/ADORA2A/SLC1A6/NECTIN3/SLC6A9/SLC16A3/DRD2/CDH2,33,CC
GO:0030659,GO:0030659,cytoplasmic vesicle membrane,148/2183,354/6642,0.000183340674658095,0.0041207999256486,0.0034370632742921,CR1/SV2B/GAD1/STAB2/HLA-F/TGFA/GRIA4/NFASC/SLC30A8/PTPRB/WNT3A/ABCC8/TMEM163/TLR2/WNT5B/C5AR1/FCGR2A/RAB37/VNN1/LAIR1/FCER1G/C3AR1/IL15RA/ATP6V0D2/HBEGF/TLR1/SYN2/MCTP1/SCAMP5/GPR84/HLA-A/TLR6/LILRB2/FCGR1A/HLA-B/FPR1/SIGLEC9/HLA-DQA1/SYT11/PECAM1/CD163/CD36/ATP8A1/LRRK2/NFAM1/AREG/CD53/ITGB2/CD44/ALDH3B1/TYROBP/MARCO/CD14/ITGAM/NCKAP1L/RYR2/RPH3AL/PTPRC/CD33/CD4/KCNAB2/HLA-DPA1/KCNQ1/CD93/PTPRN2/FCGR1B/CYBB/CUBN/CADPS2/CD74/APOE/DBH/LILRB3/HLA-DPB1/AP1S2/HLA-DRA/GPER1/SYT3/MAP6/FPR2/HLA-DRB1/MSR1/LRMP/TMEM173/SYTL4/TRPM2/ITGAX/CD300A/STAB1/ITGAL/HLA-DRB5/CEMIP/SCGN/DOK3/SPIRE1/PTAFR/ABCA3/RAC2/TMEM190/CD38/ADRB2/ENPP4/BST2/AP3B2/PKP1/ATP8B4/RAB32/SYT6/VOPP1/WNT4/HVCN1/HLA-DQB1/PRRT2/SGSM1/GPNMB/LAMP2/LNPEP/CALM1/NSG2/ECE2/PTPRN/TICAM2/CEACAM6/LMAN1/RAB11FIP5/SCARB1/SERPINB12/CEACAM8/MCFD2/SLC6A9/CALR/NOS3/SCNN1B/CD63/WNT1/MGST1/TF/SYT12/CAMKV/ITGB3/SELL/SLCO4C1/OTOF/RAB44/DRD2/GPRC5C/ZG16/FCGR3B,148,CC
GO:0043235,GO:0043235,receptor complex,82/2183,180/6642,0.000220599602437727,0.00473286419775486,0.00394757183309616,IL12RB2/RAMP3/MUSK/ITGAD/GRIA4/PLXNA4/PTPRB/TLR2/ADRA2A/TLR7/GRIK2/TLR1/GPR84/TLR6/PKD1L3/IL12RB1/SYK/TLR4/PLXNC1/GRIN2C/GABRA4/CD36/ERBB4/GFRA2/ITGB2/CD44/CD14/ITGAM/CD4/CD200R1/PTPRN2/CUBN/CD74/ITGBL1/EPHA3/ZAP70/ITGAX/ITGAL/CD40/NTRK2/LY96/PKD2L1/GABBR1/IL2RG/IL6ST/IRS1/TAS1R3/RAMP2/PDGFRB/ITGA9/ADRB2/GABRB1/LTK/EPHA5/IL27RA/TEK/IL6/BMPR1B/NOTCH3/NOTCH2/NT5DC3/PEX5L/AMHR2/GFRA3/LRP1B/FLT1/TSPAN32/ABCG2/INSR/LRP8/TF/ITGB3/SHANK1/TFR2/EBI3/GPR160/FSHR/ENG/ITGA8/GPRC5C/PORCN/P2RX2,82,CC
GO:0012506,GO:0012506,vesicle membrane,151/2183,366/6642,0.000331267925334581,0.00657689686464901,0.00548563654633972,CR1/SV2B/GAD1/STAB2/HLA-F/TGFA/GRIA4/NFASC/SLC30A8/PTPRB/WNT3A/ABCC8/TMEM163/TLR2/WNT5B/C5AR1/FCGR2A/RAB37/VNN1/LAIR1/FCER1G/C3AR1/IL15RA/ATP6V0D2/HBEGF/TLR1/SYN2/MCTP1/SCAMP5/GPR84/HLA-A/TLR6/LILRB2/FCGR1A/HLA-B/FPR1/SIGLEC9/HLA-DQA1/SYT11/PECAM1/CD163/CD36/ATP8A1/LRRK2/NFAM1/AREG/CD53/ITGB2/CD44/ALDH3B1/TYROBP/MARCO/CD14/ITGAM/NCKAP1L/RYR2/RPH3AL/PTPRC/CD33/CD4/KCNAB2/HLA-DPA1/KCNQ1/CD93/PTPRN2/FCGR1B/CYBB/CUBN/CADPS2/CD74/APOE/DBH/LILRB3/WAS/HLA-DPB1/AP1S2/HLA-DRA/GPER1/SYT3/MAP6/FPR2/HLA-DRB1/MSR1/LRMP/TMEM173/SYTL4/TRPM2/ITGAX/CD300A/STAB1/ITGAL/HLA-DRB5/CEMIP/SCGN/RIPOR1/DOK3/SPIRE1/PTAFR/ABCA3/RAC2/TMEM190/CD38/ADRB2/ENPP4/BST2/AP3B2/PKP1/ATP8B4/RAB32/SYT6/VOPP1/WNT4/HVCN1/HLA-DQB1/PRRT2/SGSM1/GPNMB/LAMP2/LNPEP/ANXA4/CALM1/NSG2/ECE2/PTPRN/TICAM2/CEACAM6/LMAN1/RAB11FIP5/SCARB1/SERPINB12/CEACAM8/MCFD2/SLC6A9/CALR/NOS3/SCNN1B/CD63/WNT1/MGST1/TF/SYT12/CAMKV/ITGB3/SELL/SLCO4C1/OTOF/RAB44/DRD2/GPRC5C/ZG16/FCGR3B,151,CC
GO:0005581,GO:0005581,collagen trimer,25/2183,42/6642,0.00033441848464317,0.00657689686464901,0.00548563654633972,COL6A5/C1QA/EDA/C1QB/C1QC/MARCO/COL4A3/EMID1/COL5A3/C1QTNF7/COL4A4/MSR1/FCN3/COL10A1/DCN/C1QL3/SFTPD/COL12A1/COL11A1/C1QTNF2/C1QL1/COL23A1/C1QTNF6/CCBE1/LOX,25,CC
GO:0097060,GO:0097060,synaptic membrane,79/2183,175/6642,0.00040584421602363,0.00766233879852614,0.00639097839127738,MUSK/GRIA4/GLRB/ARC/PLPPR4/CADM3/GRID1/PDE2A/KCNMA1/RAPSN/SCN2A/CLSTN2/NRCAM/ADGRB1/CNTN5/GRIK2/RIMS3/GRASP/ANKS1B/ANK2/IGSF21/SYT11/GSG1L/GRIN2C/GABRA4/ERBB4/LRRC4B/PCDHB13/DRD1/SYNE1/DLGAP1/PTPRO/CADPS2/IQSEC3/LRRTM2/PCDH17/GPER1/ARRB2/LRRC4/EFNB2/KCNA3/RIMS2/SLC8A1/LIN7A/P2RY1/CACNA1C/NTNG1/GABBR1/CASK/NTNG2/TMEM240/SRPX2/HTR1B/GABRB1/SYT6/APBA1/RGS9/GLRA2/DAGLA/PRRT2/SH2D5/SIPA1L1/ADORA2A/FAIM2/SLC1A6/STX11/GRID2IP/SRCIN1/NECTIN3/SLC6A9/NEURL1/CHRM4/SLC16A3/SHANK1/ITGA8/DRD2/ANK1/ACP4/CDH2,79,CC
GO:0099699,GO:0099699,integral component of synaptic membrane,30/2183,54/6642,0.000468794123974127,0.00851041640445338,0.00709834017677423,PLPPR4/CADM3/GRID1/SCN2A/CLSTN2/NRCAM/SYT11/GSG1L/GABRA4/ERBB4/LRRC4B/DRD1/PTPRO/LRRTM2/PCDH17/LRRC4/EFNB2/KCNA3/SLC8A1/P2RY1/HTR1B/SYT6/DAGLA/ADORA2A/SLC1A6/NECTIN3/SLC6A9/SLC16A3/DRD2/CDH2,30,CC
GO:0035068,GO:0035068,micro-ribonucleoprotein complex,16/2183,24/6642,0.000705904440360242,0.0111062298616678,0.00926344774367476,LOC101927356/MIR30C2/MIRLET7BHG/MIR323B/MIR155HG/MIR126/TNRC6C/MIR134/MIR374B/MIR154/MEG3/MIR200C/MIR23A/MIR486-1/MIR149/MIR320A,16,CC
GO:0016324,GO:0016324,apical plasma membrane,62/2183,137/6642,0.00151955669109387,0.0200096366900577,0.0166895720831436,MAL/PDPN/OTOA/PROM1/KCNMA1/CD300LG/ATP6V0D2/KL/SLC17A4/ANK2/FAT1/CD36/SORBS2/CD44/PTPRO/CUBN/SHROOM3/IGFBP2/CD34/MFRP/TRPM6/SLC22A18/PARD3B/P2RY1/SLC12A2/SLC44A4/PDGFRB/JAG1/ADRB2/MYO1A/BST2/STC1/PODXL/TEK/SLC3A2/SLC52A3/MUC20/CRB2/RHCG/PRKCZ/TDGF1/CEACAM6/SLC12A3/KISS1/ABCG2/CEACAM7/SCNN1G/MFSD4B/SLC6A19/SCNN1B/SLC7A5/ABCC2/TF/UPK2/PAPPA2/ABCB1/RIPOR2/ANO1/EPCAM/CDH2/F2RL2/P2RX2,62,CC
GO:0034358,GO:0034358,plasma lipoprotein particle,11/2183,15/6642,0.00156730608224741,0.0200096366900577,0.0166895720831436,LPL/LIPC/PLA2G7/APOE/MSR1/APOL1/APOA1/PLTP/SAA1/APOA5/APOA2,11,CC
GO:1990777,GO:1990777,lipoprotein particle,11/2183,15/6642,0.00156730608224741,0.0200096366900577,0.0166895720831436,LPL/LIPC/PLA2G7/APOE/MSR1/APOL1/APOA1/PLTP/SAA1/APOA5/APOA2,11,CC
GO:0005891,GO:0005891,voltage-gated calcium channel complex,12/2183,17/6642,0.00161094532674193,0.0200096366900577,0.0166895720831436,CACNA2D4/CACNB4/CACNA1H/CACNA2D2/PDE4B/CATSPERE/CACNA1C/NOS1AP/CACNB1/CACNA2D1/CACNA2D3/CACNA1I,12,CC
GO:0071556,GO:0071556,integral component of lumenal side of endoplasmic reticulum membrane,12/2183,17/6642,0.00161094532674193,0.0200096366900577,0.0166895720831436,HLA-F/HLA-A/HLA-B/HLA-DQA1/HLA-DPA1/CD74/HLA-DPB1/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-DQB1/CALR,12,CC
GO:0098553,GO:0098553,lumenal side of endoplasmic reticulum membrane,12/2183,17/6642,0.00161094532674193,0.0200096366900577,0.0166895720831436,HLA-F/HLA-A/HLA-B/HLA-DQA1/HLA-DPA1/CD74/HLA-DPB1/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-DQB1/CALR,12,CC
GO:0045177,GO:0045177,apical part of cell,70/2183,159/6642,0.001927755559812,0.0227475156057815,0.0189731731413075,MAL/PDPN/OTOA/PROM1/KCNMA1/C5AR2/CD300LG/EDA/HAMP/C5AR1/ATP6V0D2/KL/SLC17A4/ANK2/FAT1/CD36/SORBS2/CD44/SLC25A27/PTPRO/CUBN/SHROOM3/IGFBP2/CD34/MFRP/TRPM6/SLC22A18/PARD3B/P2RY1/SLC12A2/SLC44A4/PDGFRB/JAG1/ADRB2/MYO1A/BST2/STC1/PODXL/TEK/SLC3A2/SLC52A3/MUC20/CRB2/RHCG/PRKCZ/TDGF1/CEACAM6/SLC12A3/KISS1/ABCG2/CEACAM7/SCNN1G/MFSD4B/SLC6A19/SCNN1B/SLC7A5/ABCC2/SNX10/MGST1/TF/UPK2/PAPPA2/ABCB1/RIPOR2/ANO1/EPCAM/ITGA8/CDH2/F2RL2/P2RX2,70,CC
GO:0031093,GO:0031093,platelet alpha granule lumen,22/2183,39/6642,0.00202177973897038,0.0232751228486346,0.0194132380584062,LEFTY2/F13A1/IGF1/VWF/A2M/CFD/SRGN/VEGFC/GAS6/TOR4A/KNG1/FERMT3/TMSB4X/PROS1/SERPINA1/HGF/PPBP/TGFB3/PF4/THBS1/SCCPDH/TGFB1,22,CC
GO:0098948,GO:0098948,intrinsic component of postsynaptic specialization membrane,15/2183,24/6642,0.00271887417037752,0.0273370238554643,0.0228011751158422,PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/GABRA4/ERBB4/LRRC4B/PTPRO/LRRTM2/LRRC4/EFNB2/NECTIN3/SLC16A3/CDH2,15,CC
GO:0099060,GO:0099060,integral component of postsynaptic specialization membrane,15/2183,24/6642,0.00271887417037752,0.0273370238554643,0.0228011751158422,PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/GABRA4/ERBB4/LRRC4B/PTPRO/LRRTM2/LRRC4/EFNB2/NECTIN3/SLC16A3/CDH2,15,CC
GO:0098936,GO:0098936,intrinsic component of postsynaptic membrane,23/2183,42/6642,0.00272211890086191,0.0273370238554643,0.0228011751158422,PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/GABRA4/ERBB4/LRRC4B/DRD1/PTPRO/LRRTM2/PCDH17/LRRC4/EFNB2/KCNA3/SLC8A1/DAGLA/ADORA2A/NECTIN3/SLC6A9/SLC16A3/DRD2/CDH2,23,CC
GO:0099055,GO:0099055,integral component of postsynaptic membrane,23/2183,42/6642,0.00272211890086191,0.0273370238554643,0.0228011751158422,PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/GABRA4/ERBB4/LRRC4B/DRD1/PTPRO/LRRTM2/PCDH17/LRRC4/EFNB2/KCNA3/SLC8A1/DAGLA/ADORA2A/NECTIN3/SLC6A9/SLC16A3/DRD2/CDH2,23,CC
GO:0045121,GO:0045121,membrane raft,66/2183,151/6642,0.00316694131508351,0.0305060469534575,0.0254443834982005,ADCY2/MAL/PDPN/ARC/MAPT/KCNMA1/LYPD6/CDH15/ADTRP/TLR2/MAG/TLR1/TLR6/ANK2/RTN4RL1/ICAM1/PECAM1/CD36/LRRK2/LCP2/FAS/ITGB2/CD14/ITGAM/PTPRC/HCK/CD4/KCNQ1/RFTN1/MALL/SPRED1/P2RY12/ZAP70/KCNA3/CD226/LRP6/BVES/NOS1AP/CD48/IRS1/SELPLG/ADRA1B/MYO1A/BST2/RGS19/PODXL/LAT2/TEK/PRKAR2B/PLVAP/LAMP2/CRB2/CBLB/FAIM2/PRKCZ/TDGF1/SCARB1/INSR/NOS3/SYNJ2/LRP8/TNR/TRPC5/TFPI/ADD2/CDH2,66,CC
GO:0044304,GO:0044304,main axon,21/2183,38/6642,0.00356195122580973,0.0329655093839646,0.0274957638483558,SCN1A/NFASC/MAPT/SCN1B/TUBB4A/SCN2A/MAG/NRCAM/KCNQ3/ANK2/KCNAB1/SPOCK1/KCNAB2/MBP/MYOC/CD40/GJC2/DAGLA/ADORA2A/CRH/ANK1,21,CC
GO:0044449,GO:0044449,contractile fiber part,43/2183,92/6642,0.00368258447018166,0.0334265359601104,0.0278802953815372,SCN1A/MYH11/IDO1/MYH13/ANK2/PECAM1/SORBS2/PDLIM3/TNNI3/TNNT1/RYR2/SYNE1/ABCC9/PDE4B/MYBPC2/SLC8A1/ANKRD1/MYPN/CACNA1C/LRRC39/NOS1AP/IGSF22/SYNM/FBXO32/TNNC2/LMOD3/LDB3/KLHL41/LMOD1/NRAP/CALM1/MYL4/MMP2/LMAN1/FLNC/C10orf71/MYO18B/KCNN2/OBSCN/SLC4A1/ANK1/TMOD1/MYH6,43,CC
GO:0099061,GO:0099061,integral component of postsynaptic density membrane,13/2183,21/6642,0.00587963903533715,0.0486875372750726,0.0406091412597617,PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/ERBB4/LRRC4B/PTPRO/LRRTM2/LRRC4/EFNB2/NECTIN3/SLC16A3,13,CC
GO:0099146,GO:0099146,intrinsic component of postsynaptic density membrane,13/2183,21/6642,0.00587963903533715,0.0486875372750726,0.0406091412597617,PLPPR4/GRID1/CLSTN2/NRCAM/GSG1L/ERBB4/LRRC4B/PTPRO/LRRTM2/LRRC4/EFNB2/NECTIN3/SLC16A3,13,CC
GO:0004888,GO:0004888,transmembrane signaling receptor activity,205/2020,322/6287,8.56366723160513e-33,5.89180305534433e-30,4.62438030506677e-30,CR1/HTR1F/HCRTR2/IL12RB2/RAMP3/GPR12/MUSK/SLAMF1/GRIA4/GLRB/TLR8/PLXNA4/ACKR1/FCGR2B/GRID1/GPR85/C5AR2/P2RY14/LPAR5/TNFRSF14/PTPRB/P2RX5/ABCC8/IGSF6/C5AR1/PTGFR/FCGR2C/CMKLR1/ADRA2A/TLR7/FCER1G/ADGRB1/OR10J3/C3AR1/HTR2B/IL15RA/LILRB1/FPR3/GRIK2/TLR1/LILRB5/GPR84/TLR6/PKD1L3/LILRB2/IL22RA1/PTPRZ1/IL12RB1/FPR1/GPR34/CLEC4A/IL1RL1/HLA-DQA1/ICAM1/TLR4/CD300C/PLXNC1/GRIN2C/GABRA4/ERBB4/GPR65/EVI2A/GFRA2/NFAM1/LYVE1/F2RL3/FAS/ITGB2/CD72/CD44/MARCO/DRD1/ADGRD1/ADORA3/CD14/PTPRC/CD4/HLA-DOA/CD200R1/HLA-DPA1/PTGER2/LPAR1/PTPRN2/FCGR1B/PTPRO/ABCC9/SSTR1/CD74/PTGER4/GPR162/CCR9/ADGRE1/LILRB3/GPR4/ADGRL2/LPAR6/HLA-DRA/PTGIR/REG3G/GPER1/MRC1/MRGPRF/FPR2/CYSLTR1/PTPRT/ADGRB2/EPHA3/HRH2/ANTXR1/GPR27/OR51B4/GPR153/PTPRD/P2RY12/FFAR1/GPR183/P2RY8/TBXA2R/LY75/CYSLTR2/ITGAL/OR51E2/CCR10/LRP6/P2RY1/TNFRSF10A/OXER1/PTH2R/NTRK2/IL18R1/P2RY13/APLNR/PTPRG/PKD2L1/TNFRSF19/GPR68/OR8A1/PTAFR/GABBR1/IL2RG/ANTXR2/IL6ST/ADRA2B/LAG3/TAS1R3/ADRA1B/RAMP2/TNFRSF11A/PDGFRB/AGTR1/HTR1B/ADRB2/OR3A1/GPR88/GABRB1/EDNRA/S1PR4/LTK/EPHA5/HTR7/CXCR4/GPR135/CD69/HLA-DQB1/IL27RA/CX3CR1/TEK/GLRA2/BMPR1B/ADGRA2/NMBR/AMHR2/LPAR3/EBP/ADORA2A/GFRA3/THBD/HTR4/RHO/GALR3/FLT1/IL17REL/KISS1R/OR10A3/INSR/L1CAM/LRP8/CHRM4/MTNR1B/HTR1D/EBI3/GPR160/CLDN3/FSHR/TACR3/OR2T8/ENG/DRD2/GPR32/GPRC5C/ADGRL3/CCR7/CCRL2/F2RL2/P2RX2,205,MF
GO:0038023,GO:0038023,signaling receptor activity,247/2020,427/6287,7.29063182885092e-30,2.50797734912472e-27,1.96847059378975e-27,CR1/HTR1F/HCRTR2/IL12RB2/RAMP3/GPR12/MUSK/SLAMF1/GRIA4/CD28/GLRB/TLR8/PLXNA4/ACKR1/FCGR2B/GRID1/GPR85/C5AR2/P2RY14/LPAR5/TNFRSF14/PTPRB/P2RX5/ABCC8/IGSF6/TLR2/C5AR1/FOLR2/PTGFR/FCGR2C/CMKLR1/ADRA2A/TLR7/FCER1G/ADGRB1/OR10J3/C3AR1/HTR2B/IL15RA/LILRB1/LILRB4/SIGLEC7/FPR3/GRIK2/TLR1/LILRB5/GPR84/TLR6/PKD1L3/LILRB2/IL22RA1/PTPRZ1/IL12RB1/FPR1/GPR34/RTN4RL1/CLEC4A/IL1RL1/HLA-DQA1/ICAM1/IGSF21/TLR4/CD300C/PLXNC1/GRIN2C/GABRA4/CD36/ERBB4/GPR65/EVI2A/GFRA2/NFAM1/LYVE1/F2RL3/FAS/ITGB2/CD72/CD44/CD86/MARCO/DRD1/ADGRD1/ADORA3/CD14/PTPRC/CD33/CD4/HLA-DOA/CD200R1/HLA-DPA1/PTGER2/CD93/LPAR1/PTPRN2/FCGR1B/NR2F1/PTPRO/CUBN/ABCC9/SSTR1/ROBO4/CD74/PTGER4/GPR162/CCR9/ADGRE1/LILRB3/GUCY1B1/GPR4/ADGRL2/LPAR6/HLA-DRA/PTGIR/REG3G/GPER1/MRC1/MRGPRF/FPR2/CYSLTR1/PTPRT/ADGRB2/EPHA3/LEF1/HRH2/ANTXR1/GPR27/OR51B4/GPR153/TREM2/PTPRD/P2RY12/FFAR1/GPR183/P2RY8/TBXA2R/LY75/CYSLTR2/ITGAX/CD300A/GUCY1A1/ITGAL/OR51E2/CCR10/LRP6/P2RY1/CD40/TNFRSF10A/OXER1/PTH2R/NTRK2/IL18R1/LY96/P2RY13/APLNR/PTPRG/RXRG/PKD2L1/TNFRSF19/GPR68/CLEC7A/OR8A1/PTAFR/GABBR1/IL2RG/ANTXR2/IL6ST/ADRA2B/CD48/LAG3/TAS1R3/ADRA1B/RAMP2/TNFRSF11A/PDGFRB/AGTR1/HTR1B/ADRB2/OR3A1/PGR/GPR88/GABRB1/RARB/EDNRA/S1PR4/LTK/NR4A2/EPHA5/HTR7/NRXN3/CXCR4/GPR135/CD69/HLA-DQB1/IL27RA/CX3CR1/TEK/GLRA2/BMPR1B/NOTCH3/ADGRA2/NOTCH2/NMBR/GPA33/AMHR2/LPAR3/EBP/NR6A1/ADORA2A/GFRA3/THBD/PAQR9/HTR4/RHO/GALR3/NECTIN4/FLT1/IL17REL/KISS1R/OR10A3/SCARB1/NECTIN3/INSR/L1CAM/LRP8/CHRM4/ITGB3/MTNR1B/HTR1D/EBI3/GPR160/CLDN3/FSHR/TACR3/OR2T8/PROCR/ENG/DRD2/GPR32/TREML2/GPRC5C/ADGRL3/CCR7/CCRL2/TREM1/F2RL2/RORC/P2RX2,247,MF
GO:0060089,GO:0060089,molecular transducer activity,255/2020,451/6287,1.09579803138931e-28,2.51303015198615e-26,1.97243645650076e-26,CR1/HTR1F/HCRTR2/IL12RB2/RAMP3/GPR12/MUSK/SLAMF1/GRIA4/CD28/GLRB/TLR8/PLXNA4/ACKR1/FCGR2B/GRID1/GPR85/C5AR2/P2RY14/LPAR5/TNFRSF14/PTPRB/P2RX5/ABCC8/IGSF6/TLR2/C5AR1/FOLR2/PTGFR/FCGR2C/CMKLR1/ADRA2A/TLR7/FCER1G/ADGRB1/OR10J3/C3AR1/HTR2B/IL15RA/LILRB1/LILRB4/SIGLEC7/FPR3/GRIK2/TLR1/LILRB5/GPR84/TLR6/PKD1L3/LILRB2/IL22RA1/PTPRZ1/IL12RB1/FPR1/GPR34/RTN4RL1/CLEC4A/IL1RL1/HLA-DQA1/ICAM1/IGSF21/TLR4/CD300C/PLXNC1/GRIN2C/GABRA4/CD36/ERBB4/GPR65/EVI2A/GFRA2/NFAM1/LYVE1/F2RL3/FAS/ITGB2/CD72/CD44/CD86/MARCO/DRD1/ADGRD1/ADORA3/CD14/PTPRC/CD33/CD4/HLA-DOA/CD200R1/HLA-DPA1/PTGER2/CD93/LPAR1/PTPRN2/FCGR1B/NR2F1/PTPRO/CUBN/ABCC9/SSTR1/ROBO4/CD74/PTGER4/GPR162/CCR9/ADGRE1/LILRB3/CDKL1/GUCY1B1/GPR4/PRKACB/ADGRL2/LPAR6/HLA-DRA/PTGIR/REG3G/GPER1/MRC1/MRGPRF/FPR2/CYSLTR1/PTPRT/PRKAA2/PRKG1/ADGRB2/EPHA3/LEF1/HRH2/ANTXR1/GPR27/OR51B4/GPR153/TREM2/PTPRD/P2RY12/FFAR1/GPR183/P2RY8/TBXA2R/LY75/CYSLTR2/ITGAX/CD300A/GUCY1A1/ITGAL/OR51E2/CCR10/CDK14/LRP6/P2RY1/CD40/TNFRSF10A/OXER1/PTH2R/NTRK2/IL18R1/LY96/P2RY13/APLNR/PTPRG/RXRG/PKD2L1/TNFRSF19/GPR68/CLEC7A/OR8A1/PTAFR/GABBR1/IL2RG/ANTXR2/IL6ST/ADRA2B/CD48/LAG3/TAS1R3/ADRA1B/RAMP2/TNFRSF11A/PDGFRB/AGTR1/HTR1B/ADRB2/OR3A1/PGR/GPR88/GABRB1/RARB/EDNRA/S1PR4/CCND1/LTK/NR4A2/EPHA5/HTR7/NRXN3/CXCR4/GPR135/CD69/HLA-DQB1/IL27RA/CX3CR1/TEK/GLRA2/BMPR1B/NOTCH3/MOK/ADGRA2/NOTCH2/NMBR/GPA33/AMHR2/LPAR3/EBP/NR6A1/ADORA2A/GFRA3/THBD/PAQR9/HTR4/RHO/GALR3/NECTIN4/FLT1/IL17REL/KISS1R/OR10A3/SCARB1/NECTIN3/INSR/L1CAM/LRP8/CDKN1A/CHRM4/ITGB3/MTNR1B/HTR1D/EBI3/GPR160/CLDN3/FSHR/TACR3/OR2T8/PROCR/ENG/DRD2/GPR32/TREML2/GPRC5C/ADGRL3/CCR7/CCRL2/TREM1/F2RL2/RORC/P2RX2,255,MF
