"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007169","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","111/1842","246/4998",0.00388994558526625,0.0257564634389183,0.0197587940539381,"FGF10/FGF7/MUSK/TGFA/BMP5/APOD/ANGPTL1/ATP6V0D2/ADRA2A/HBEGF/KL/DOK2/IGF1/NCF2/FGFBP1/SESN3/SYK/MMP9/MMRN2/ERBB4/AFAP1L2/CSF1/LCP2/CD4/COL4A3/AREG/NCKAP1L/HCK/NTRK2/GFRA2/CYBB/NDN/IGFBP4/FOXC1/MYOC/VEGFC/GPER1/PRKCB/RASGRP4/SPRED1/SLA2/SH2B3/PTGIR/DOK5/TXNIP/PTPRT/SPRY1/EPHA3/EFNB2/IGFBP2/CHN1/HGF/SHC2/DOK1/PTPRG/LTK/PDK4/IRS1/ENPP1/GRB14/VTN/CSH1/JAK3/IGFBP5/MYOCD/SDC2/PDGFRB/PLCB1/APLN/PIK3R3/DCN/ADRB2/TMEM204/CD7/RHBDF2/FAM20C/SMOC2/HHEX/PDE6G/PDGFC/FGR/CSHL1/ADGRA2/F3/PTK6/RUNX2/VAV1/NRP2/PTP4A3/CBLB/NGEF/PRKCZ/FLT1/BDKRB2/ESM1/TGFB1/INSR/TRIM71/CD63/ITGB3/NEURL1/EREG/SRMS/FAM83A/NTF4/LEP/CCBE1/ACP4/GDF15/NCF1/SLC30A10",111
"GO:0042119","GO:0042119","neutrophil activation","93/1842","202/4998",0.00392956547746847,0.0259734693754623,0.0199252678254178,"CR1/NFASC/FCGR2B/IL18/PTPRB/AOC1/TLR2/C5AR1/LAIR1/FCGR2A/FCER1G/VNN1/RAB37/C3AR1/LILRB2/HBB/CXCL1/CFD/FPR1/CTSG/GPR84/CTSS/SYK/ADA2/SIGLEC9/MMP9/PECAM1/ALDH3B1/CD53/NFAM1/ATP8A1/ITGB2/CD36/ITGAM/CD44/TTR/CD14/CAMP/TYROBP/NCKAP1L/PTPRC/DOCK2/CYBB/LYZ/CD33/KCNAB2/CD93/PTPRN2/TRPM2/PRG2/LILRB3/CHI3L1/HK3/HSPA6/FPR2/ARHGAP9/CHIT1/GMFG/ITGAX/LRMP/SERPINA1/TMEM173/CD300A/MNDA/ENPP4/ITGAL/DOK3/PTAFR/PPBP/PKP1/ATP8B4/ARG1/FGR/FTL/BST2/IQGAP2/S100P/PGM1/ERP44/DNAJC3/GLA/TICAM2/LRG1/SERPINB12/CD63/LCN2/MGST1/CCL5/SLCO4C1/SELL/RAB44/LTF/FCGR3B",93
"GO:0030316","GO:0030316","osteoclast differentiation","23/1842","39/4998",0.00395587632109063,0.0261019039342919,0.0200237950165961,"LILRB4/FCER1G/LILRB1/TLR4/CSF1/TYROBP/DCSTAMP/MAFB/CCL3/LILRB3/FBN1/GPR183/TREM2/SIGLEC15/GPR68/FAM20C/TNFRSF11A/TMEM178A/NOTCH2/FSTL3/TGFB1/SNX10/LTF",23
"GO:0090066","GO:0090066","regulation of anatomical structure size","81/1842","173/4998",0.00398443429104945,0.0262446939240306,0.0201333348222802,"KCNMA1/PLXNA4/MAPT/WNT3A/KCNMB1/NRCAM/ADRA2A/MAG/CRP/FGF13/HTR2B/HBB/MAGEL2/EDN1/ICAM1/LRRK2/COMP/SPP1/PLEK/DBH/NCKAP1L/HCK/KANK3/SEMA3C/FOXC1/APOE/PRKG1/WAS/SEMA6B/GPER1/SEMA3A/ACE/HRH2/UTS2B/KNG1/GUCY1A1/SEMA3E/TMSB4X/GMFG/TBXA2R/SPIRE1/P2RY1/EPHX2/SEMA3G/ARHGAP4/SLC8A1/PTAFR/ADRA2B/SLC12A2/AGTR1/ADRA1B/CDC42EP2/HTR1B/DOCK4/APLN/EDNRA/ADRB2/WDR35/HTR7/SEMA6D/VAV1/TMOD2/IQGAP2/ACTR3C/ADORA2A/LPAR3/BDKRB2/CXCL12/NOS3/NPPB/L1CAM/HTR1D/MTNR1B/TNR/LEP/PAX2/TRPC5/SPTA1/CCR7/ADD2/TMOD1",81
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","29/1842","52/4998",0.00403784558113948,0.0264586979876394,0.0202975057392067,"CCL2/HTR2B/RGCC/FGFBP1/IL10/WNT2/APOE/VEGFC/BMP6/MEF2C/NRARP/APLNR/EGFL7/AGTR1/TNFSF12/MIR483/APLN/ARG1/F3/DLL4/NRP2/MIR23A/FLT1/LRG1/CXCL12/MYDGF/ITGB3/LEP/ANG",29
"GO:0008217","GO:0008217","regulation of blood pressure","29/1842","52/4998",0.00403784558113948,0.0264586979876394,0.0202975057392067,"SPX/HBB/EDN1/CTSG/TNNI3/GAS6/PTPRO/VEGFC/CD34/ACE/UTS2B/GUCY1A1/OR51E2/TBXA2R/EPHX2/PTAFR/ADRA2B/AGTR1/ADRA1B/RAMP2/APLN/EDNRA/ADRB2/NOS3/NPPB/TACR3/LEP/DRD2/P2RX2",29
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","29/1842","52/4998",0.00403784558113948,0.0264586979876394,0.0202975057392067,"TMEM176A/ZBTB16/TMEM176B/FCGR2B/CTLA4/LILRB4/LILRB1/DTX1/C1QC/TLR4/CD74/MAFB/CCL3/LILRB3/NRARP/FBN1/JAK3/GPR68/ITPKB/HLX/TMEM178A/HIST1H4I/FOXJ1/BCL6/FSTL3/HIST1H4H/INHBA/LTF/INHA",29
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","41/1842","79/4998",0.0042220017066348,0.0276177146120214,0.0211866328835666,"TLR8/FCGR2B/PDE2A/MAPT/C5AR2/ABCC8/APOD/CD22/ADTRP/ADRA2A/LILRB1/RGCC/TLR6/IL33/IL10/SYT11/LRRK2/SRGN/CD36/CD200R1/GAS6/CD34/PTGER4/NLRP3/TMSB4X/SYTL4/IRS1/RHBDF2/IL1R2/CD200/RAB11FIP5/SRCIN1/LMAN1/CIDEA/CX3CL1/PKIA/MTNR1B/NOV/DRD2/CARD17/APOA2",41
"GO:0002040","GO:0002040","sprouting angiogenesis","28/1842","50/4998",0.00433717721973902,0.0282736260681956,0.0216898083063455,"ADTRP/KLF2/FGFBP1/IL10/MMRN2/BMPER/VEGFC/SPRED1/LEF1/SEMA3E/NRARP/EFNB2/RSPO3/TBXA2R/RECK/APLNR/SRPX2/AGTR1/MIR483/RAMP2/PIK3R3/RHOJ/ADGRA2/DLL4/MIR23A/ESM1/TDGF1/CCBE1",28
"GO:0042476","GO:0042476","odontogenesis","28/1842","50/4998",0.00433717721973902,0.0282736260681956,0.0216898083063455,"FGF10/WNT10A/SLC24A4/EDA/EDN1/FAM20A/CSF1/FOXC1/MYO5A/CD34/LEF1/LRP6/TGFB3/SSUH2/ADAMTS5/FAM20C/NFIC/RUNX2/HTRA1/TGFB1/SDC1/SNX10/DLX2/INHBA/ODAPH/ACP4/HAND1/ALPL",28
"GO:0050818","GO:0050818","regulation of coagulation","21/1842","35/4998",0.00438983642127823,0.028567820552881,0.0219154964427811,"PDPN/ADTRP/FCER1G/EDN1/SYK/TLR4/CD36/PLEK/APOE/PRKG1/CD34/KNG1/ADAMTS18/PROS1/TBXA2R/ENPP4/VTN/F3/NOS3/PROCR/TFPI",21
"GO:0001773","GO:0001773","myeloid dendritic cell activation","11/1842","15/4998",0.00446898546665903,0.0286892231142206,0.0220086291126765,"SLAMF1/DHRS2/IL10/DOCK2/SPI1/DCSTAMP/HAVCR2/BATF2/BATF/TSPAN32/TGFB1",11
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","11/1842","15/4998",0.00446898546665903,0.0286892231142206,0.0220086291126765,"IL18/IL12RB1/IL1RL1/IL33/HAVCR2/JAK3/IL18R1/HLX/RIPK2/IL27/NLRP10",11
"GO:0032673","GO:0032673","regulation of interleukin-4 production","11/1842","15/4998",0.00446898546665903,0.0286892231142206,0.0220086291126765,"CD28/FCER1G/IL33/SYK/CD86/LGALS9/HAVCR2/LEF1/NLRP3/SASH3/PRKCZ",11
"GO:0032731","GO:0032731","positive regulation of interleukin-1 beta production","11/1842","15/4998",0.00446898546665903,0.0286892231142206,0.0220086291126765,"TLR8/TLR4/NOD2/LGALS9/CCL3/CASP1/NLRP1/IFI16/NLRP3/AIM2/RIPK2",11
"GO:0042554","GO:0042554","superoxide anion generation","11/1842","15/4998",0.00446898546665903,0.0286892231142206,0.0220086291126765,"MAPT/CRP/EDN1/NCF2/SYK/ITGB2/ITGAM/CYBB/FPR2/TGFB1/NCF1",11
"GO:0045742","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","11/1842","15/4998",0.00446898546665903,0.0286892231142206,0.0220086291126765,"TGFA/ADRA2A/MMP9/AFAP1L2/GPER1/DOK1/PDE6G/PTK6/NEURL1/EREG/NCF1",11
"GO:0072604","GO:0072604","interleukin-6 secretion","11/1842","15/4998",0.00446898546665903,0.0286892231142206,0.0220086291126765,"TLR8/C5AR2/SYT11/CD200R1/GAS6/LGALS9/MBP/CD200/PAEP/LEP/NLRP10",11
"GO:1990573","GO:1990573","potassium ion import across plasma membrane","11/1842","15/4998",0.00446898546665903,0.0286892231142206,0.0220086291126765,"KCNJ5/KCNJ16/ATP12A/KCNJ2/ABCC9/FXYD2/SLC12A2/KCNJ10/ATP1B2/KCNJ6/HCN2",11
"GO:0008202","GO:0008202","steroid metabolic process","50/1842","100/4998",0.00453540944205305,0.0290174425348217,0.0222604191129434,"CYP1A2/CYP1A1/CH25H/BMP5/HSD11B1/HSD3B2/CACNA1H/DHRS2/HSD17B2/SULT1A1/ACADL/CYP2R1/AKR1C3/LIPC/SPP1/CES1/CYP24A1/DKK3/CYP27A1/APOE/CUBN/CYP2E1/BMP6/PRKAA2/CYP46A1/EPHX2/APOL1/AKR1C1/IGFBP7/AGTR1/CYP19A1/STS/EBP/HSD3B1/CYP11A1/SCARB1/FDX1/CYP26A1/CYP26C1/APOA5/SRD5A2/LEP/AKR1D1/HMGCS2/CGA/LHB/DHRS9/ABCB11/APOA2/RORC",50
"GO:0045089","GO:0045089","positive regulation of innate immune response","50/1842","100/4998",0.00453540944205305,0.0290174425348217,0.0222604191129434,"SLAMF6/TLR8/TLR2/FCER1G/TLR7/CD300LF/TLR1/TLR6/CTSS/MICB/SYK/TLR4/CLEC4A/ITGB2/REG3G/CD36/ITGAM/CD14/NOD2/HCK/MARCO/RFTN1/HAVCR2/PRKACB/IFI16/CGAS/ARRB2/AIM2/RNF125/CD226/RASGRP1/CADM1/TMEM173/CD300A/CLEC7A/CD209/LY96/LAG3/ICAM2/VAV1/HSP90B1/TICAM2/RIPK2/DMBT1/CCL5/EREG/LTF/TREML4/LBP/SMPDL3B",50
"GO:0001935","GO:0001935","endothelial cell proliferation","32/1842","59/4998",0.00462281564075108,0.0295268729646626,0.0226512231909919,"CCL2/HTR2B/RGCC/FGFBP1/IL10/WNT2/BMPER/APOE/VEGFC/CD34/BMP6/MEF2C/NRARP/APLNR/EGFL7/AGTR1/TNFSF12/MIR483/APLN/ARG1/F3/DLL4/NRP2/MIR23A/FLT1/LRG1/SCARB1/CXCL12/MYDGF/ITGB3/LEP/ANG",32
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","102/1842","225/4998",0.00466239524382312,0.0297296261429662,0.0228067631121998,"CR1/NFASC/FCGR2B/CD84/PTPRB/AOC1/TLR2/C5AR1/LAIR1/FCGR2A/FCER1G/VNN1/RAB37/PIK3CG/C3AR1/LILRB2/HBB/CXCL1/CFD/FPR1/CTSG/GPR84/CTSS/SYK/ADA2/SIGLEC9/MMP9/PECAM1/MILR1/ALDH3B1/CD53/NFAM1/ATP8A1/ITGB2/CD36/ITGAM/CD44/TTR/CD14/CAMP/TYROBP/NCKAP1L/PTPRC/DOCK2/CYBB/LYZ/CD33/KCNAB2/CD93/LGALS9/PTPRN2/CCL3/TRPM2/PRG2/LILRB3/ACE/CHI3L1/HK3/HSPA6/FPR2/ARHGAP9/CHIT1/GMFG/ITGAX/LRMP/SERPINA1/RASGRP1/PIK3CD/TMEM173/CD300A/MNDA/ENPP4/ITGAL/DOK3/PTAFR/RAC2/PPBP/PKP1/FOXF1/ATP8B4/ARG1/FGR/FTL/BST2/IQGAP2/LAT2/S100P/PGM1/ERP44/DNAJC3/GLA/TICAM2/LRG1/SERPINB12/CD63/LCN2/MGST1/SLCO4C1/SELL/RAB44/LTF/FCGR3B",102
"GO:0007517","GO:0007517","muscle organ development","61/1842","126/4998",0.00472201914534581,0.030059296371547,0.0230596660842126,"MSC/WNT3A/MYMK/HAMP/CACNA1H/TCF15/MYOD1/ADGRB1/HBEGF/EDN1/IGF1/HEY2/TNNI3/RYR2/TCF21/ERBB4/WNT2/KCNAB1/VGLL2/FOXC1/HEYL/FHL1/CDON/CCM2L/MEF2C/LEF1/LARGE1/ARRB2/EFNB2/LAMA2/HIVEP3/IGSF22/AEBP1/BVES/TBX2/USP2/MYOCD/TBX5/MAPK11/HLX/DCN/NKX2-5/DLL4/MRTFB/COL11A1/MAFF/HOXD9/ACHE/TGFB1/HOXD10/TNNI1/RBM24/BASP1/NEURL1/ANKRD33/WNT10B/RIPOR2/ENG/SIX1/HAND1/P2RX2",61
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","43/1842","84/4998",0.00476721534976796,0.0302961725913227,0.0232413831298746,"CCL13/CCL8/TNFSF13B/TNFRSF14/CCL2/CCL18/HAMP/TNFSF9/EDA/MYOD1/CCL3L1/CCL3L3/CCL4/TNFSF8/KLF2/EDN1/ICAM1/SYK/HYAL1/TNFSF18/FABP4/GAS6/DCSTAMP/GPER1/CCL3/CASP1/CHI3L1/CCL4L1/TMSB4X/AIM2/TNFSF14/TRAF1/TNFRSF19/CD40/TNFSF15/TNFSF12/TNFRSF11A/WDR35/GBA/TDGF1/CX3CL1/LCN2/CCL5",43
"GO:0032602","GO:0032602","chemokine production","19/1842","31/4998",0.00479533912933485,0.0303731496772895,0.0233004352738966,"MCOLN2/ACKR1/IL18/C5/APOD/TLR2/TLR7/LPL/IL1RL1/IL33/IL10/TLR4/CD74/LGALS9/MBP/HAVCR2/ALOX15B/RIPK2/LBP",19
"GO:0051963","GO:0051963","regulation of synapse assembly","19/1842","31/4998",0.00479533912933485,0.0303731496772895,0.0233004352738966,"MUSK/WNT3A/CLSTN2/TLR2/ADGRB1/LRTM2/LRRC4B/ADGRB2/NTRK2/LRRTM2/MEF2C/PTPRD/LRTM1/SRPX2/NTNG2/TPBG/CBLN2/ADGRL3/SIX1",19
"GO:0050850","GO:0050850","positive regulation of calcium-mediated signaling","12/1842","17/4998",0.00487639147028723,0.0307326067080893,0.0235761888710337,"P2RX5/CCL4/IGF1/SYK/CD4/CCL3/ZAP70/TREM2/CHP2/CALM1/C10orf71/P2RX2",12
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","12/1842","17/4998",0.00487639147028723,0.0307326067080893,0.0235761888710337,"CCL13/CXCL1/PF4V1/RNASE6/REG3G/CAMP/MMP7/PPBP/HIST1H2BK/HIST1H2BG/LTF/HIST1H2BF",12
"GO:0072091","GO:0072091","regulation of stem cell proliferation","12/1842","17/4998",0.00487639147028723,0.0307326067080893,0.0235761888710337,"KITLG/LRRK2/PTPRC/SOX18/VEGFC/ACE/TGFB1/CX3CL1/TERT/EPCAM/DRD2/HMGA2",12
"GO:0032642","GO:0032642","regulation of chemokine production","18/1842","29/4998",0.00497197636978022,0.0312159617915509,0.0239469895274085,"MCOLN2/ACKR1/C5/APOD/TLR2/TLR7/LPL/IL1RL1/IL33/IL10/TLR4/CD74/LGALS9/MBP/HAVCR2/ALOX15B/RIPK2/LBP",18
"GO:0097306","GO:0097306","cellular response to alcohol","18/1842","29/4998",0.00497197636978022,0.0312159617915509,0.0239469895274085,"ADCY2/PTGFR/KCNMB1/KLF9/KLF2/AKR1C3/CYBB/SPI1/PTGER2/ADCY3/PTGER4/MAP4K1/PRKAA2/LRP6/LRP8/ADCY5/FDX1/INHBA",18
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","39/1842","75/4998",0.0049777693420897,0.0312159617915509,0.0239469895274085,"ZBTB16/IL18/LILRB4/TNFSF9/VNN1/PIK3R6/LILRB2/IL12RB1/SYK/KITLG/CSF1/CD86/CD4/NCKAP1L/PTPRC/GAS6/FOXC1/CD74/LGALS9/DCSTAMP/EVI2B/LEF1/NLRP3/SASH3/ZAP70/RASGRP1/MYB/JAG1/GPR68/IL15/TOX/ITPKB/HLX/PRKCZ/BCL6/RIPK2/TGFB1/GATA1/INHBA",39
"GO:0002312","GO:0002312","B cell activation involved in immune response","17/1842","27/4998",0.00511933441965291,0.0319206171038828,0.0244875582754587,"CD28/FCGR2B/IL10/TLR4/MFNG/DOCK10/PTPRC/BCL3/CD180/GPR183/BATF/GAPT/CD40/NOTCH2/BCL6/TGFB1/C17orf99",17
"GO:0046849","GO:0046849","bone remodeling","17/1842","27/4998",0.00511933441965291,0.0319206171038828,0.0244875582754587,"SYK/SPP1/DCSTAMP/SIGLEC15/LRP6/TGFB3/PDK4/RAC2/HTR1B/ADRB2/TNFRSF11A/NOTCH2/IL20RA/TGFB1/ITGB3/SNX10/LEP",17
"GO:0046622","GO:0046622","positive regulation of organ growth","13/1842","19/4998",0.00512614261893758,0.0319206171038828,0.0244875582754587,"HAMP/EDN1/IGF1/HEY2/ERBB4/WNT2/MEF2C/CACNA2D2/SASH3/TBX2/TBX5/HLX/BASP1",13
"GO:0055078","GO:0055078","sodium ion homeostasis","13/1842","19/4998",0.00512614261893758,0.0319206171038828,0.0244875582754587,"SPX/C7/ATP12A/SCN7A/EDN1/SLC8A1/AGTR1/ATP1B2/ADORA2A/SCNN1G/NPPB/SCNN1B/DRD2",13
"GO:0008016","GO:0008016","regulation of heart contraction","42/1842","82/4998",0.00518076001366552,0.0319206171038828,0.0244875582754587,"SPX/SCN1B/CACNA1H/KCNJ5/PIK3CG/HBEGF/FGF13/ANK2/EDN1/CELF2/KCNJ2/HEY2/TNNI3/RYR2/TMIGD3/ADORA3/KCNQ1/KCNH2/SEMA3A/SCN4B/PDE4B/GJC1/CLIC2/KCNK3/PDE5A/NOS1AP/CACNA1C/BVES/TBX2/SLC8A1/ADRA1B/APLN/NKX2-5/STC1/GATA4/ATP1B2/CALM1/NOS3/MYL4/KCNN2/TACR3/DRD2",42
"GO:0010324","GO:0010324","membrane invagination","16/1842","25/4998",0.00522544865690942,0.0319206171038828,0.0244875582754587,"FCGR2B/FCER1G/ADGRB1/ARHGAP25/SYT11/FCGR1A/ITGB2/CD36/ITGAM/NCKAP1L/AIF1/MSR1/TREM2/SPIRE1/CD300A/GULP1",16
"GO:0046579","GO:0046579","positive regulation of Ras protein signal transduction","16/1842","25/4998",0.00522544865690942,0.0319206171038828,0.0244875582754587,"FGF10/IGF1/KITLG/GPR65/CSF1/F2RL3/LPAR1/P2RY8/RASGRP4/GPR4/LPAR6/RASGRP1/ITPKB/PDGFRB/NOTCH2/F2RL2",16
"GO:0061098","GO:0061098","positive regulation of protein tyrosine kinase activity","16/1842","25/4998",0.00522544865690942,0.0319206171038828,0.0244875582754587,"TGFA/WNT3A/ADRA2A/AFAP1L2/NTRK2/CASS4/GAS6/ACE/ALKAL2/SRCIN1/LRP8/NEURL1/CCL5/EREG/NCF1/RELN",16
"GO:0097755","GO:0097755","positive regulation of blood vessel diameter","16/1842","25/4998",0.00522544865690942,0.0319206171038828,0.0244875582754587,"KCNMB1/APOE/PRKG1/GPER1/KNG1/GUCY1A1/EPHX2/PTAFR/DOCK4/APLN/ADRB2/ADORA2A/BDKRB2/NOS3/MTNR1B/LEP",16
"GO:1903524","GO:1903524","positive regulation of blood circulation","16/1842","25/4998",0.00522544865690942,0.0319206171038828,0.0244875582754587,"EDN1/ICAM1/HEY2/RYR2/DBH/KCNQ1/PTGER2/HRH2/OR51E2/TBXA2R/NOS1AP/PTAFR/ADRA1B/APLN/NKX2-5/TACR3",16
"GO:0008207","GO:0008207","C21-steroid hormone metabolic process","14/1842","21/4998",0.00524984683450075,0.0319206171038828,0.0244875582754587,"BMP5/HSD3B2/CACNA1H/DHRS2/AKR1C3/DKK3/BMP6/AKR1C1/HSD3B1/CYP11A1/FDX1/AKR1D1/LHB/DHRS9",14
"GO:0042092","GO:0042092","type 2 immune response","14/1842","21/4998",0.00524984683450075,0.0319206171038828,0.0244875582754587,"IDO1/IL18/IL33/IL10/CD86/NOD2/BCL3/CD74/NLRP3/BATF/HLX/ARG1/PRKCZ/BCL6",14
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","14/1842","21/4998",0.00524984683450075,0.0319206171038828,0.0244875582754587,"IL18/IL12RB1/CD86/NCKAP1L/LGALS9/NLRP3/SASH3/MYB/JAK3/HLX/PRKCZ/BCL6/RIPK2/IL27",14
"GO:0050795","GO:0050795","regulation of behavior","14/1842","21/4998",0.00524984683450075,0.0319206171038828,0.0244875582754587,"HCRTR2/PENK/HTR2B/APOE/CCL3/MEF2C/PTGDS/HTR1B/ADORA2A/HTR1D/MTNR1B/TACR3/DRD2/RELN",14
"GO:1904705","GO:1904705","regulation of vascular smooth muscle cell proliferation","14/1842","21/4998",0.00524984683450075,0.0319206171038828,0.0244875582754587,"EDN1/IGF1/IL10/MMP9/PRKG1/GPER1/MEF2C/TGFB3/IGFBP5/MYOCD/HTR1B/APLN/CDKN1A/TERT",14
"GO:1990874","GO:1990874","vascular smooth muscle cell proliferation","14/1842","21/4998",0.00524984683450075,0.0319206171038828,0.0244875582754587,"EDN1/IGF1/IL10/MMP9/PRKG1/GPER1/MEF2C/TGFB3/IGFBP5/MYOCD/HTR1B/APLN/CDKN1A/TERT",14
"GO:2000401","GO:2000401","regulation of lymphocyte migration","14/1842","21/4998",0.00524984683450075,0.0319206171038828,0.0244875582754587,"TNFRSF14/CCL2/APOD/ADTRP/CCL4/CD200R1/RIPK3/AIF1/CCL3/TNFSF14/CD200/CXCL12/CCL5/RIPOR2",14
"GO:1901342","GO:1901342","regulation of vasculature development","65/1842","136/4998",0.00525840892567422,0.0319206171038828,0.0244875582754587,"ASB4/TMEM100/PDE3B/C5/ABCC8/C5AR1/PIK3R6/ADGRB1/C3AR1/KLF2/RGCC/FGFBP1/IL10/HEY2/HYAL1/MMRN2/ITGB2/COL4A3/ADGRB2/BMPER/CYBB/FOXC1/VEGFC/CD34/GPER1/PRKCB/CHI3L1/SPRED1/GPR4/SEMA3E/ENPP2/NFATC2/EFNB2/STAB1/TBXA2R/HGF/CD40/APLNR/SRPX2/AGTR1/MYOCD/TNFSF12/MIR483/RAMP2/DCN/SMOC2/HHEX/RHOJ/ADGRA2/F3/DLL4/GATA4/GPNMB/MIR23A/FLT1/LRG1/MYDGF/NOS3/NPPB/CX3CL1/TERT/HK2/LEP/ENG/HMGA2",65
"GO:0042088","GO:0042088","T-helper 1 type immune response","15/1842","23/4998",0.00527523113445822,0.0319206171038828,0.0244875582754587,"IL18/IL12RB1/IL1RL1/IL33/TLR4/BCL3/HAVCR2/LEF1/JAK3/IL18R1/HLX/RIPK2/EBI3/IL27/NLRP10",15
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","15/1842","23/4998",0.00527523113445822,0.0319206171038828,0.0244875582754587,"ZBTB16/IL18/IL12RB1/SYK/CD86/NCKAP1L/LGALS9/NLRP3/SASH3/ZAP70/MYB/ITPKB/HLX/PRKCZ/RIPK2",15
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","15/1842","23/4998",0.00527523113445822,0.0319206171038828,0.0244875582754587,"BMP5/C5AR1/CMKLR1/C3AR1/NBL1/RARRES2/PLA2G7/CSF1/AIF1/FPR2/PLCB1/CXCL12/TGFB1/CCL5/NOV",15
"GO:0099024","GO:0099024","plasma membrane invagination","15/1842","23/4998",0.00527523113445822,0.0319206171038828,0.0244875582754587,"FCGR2B/FCER1G/ADGRB1/ARHGAP25/FCGR1A/ITGB2/CD36/ITGAM/NCKAP1L/AIF1/MSR1/TREM2/SPIRE1/CD300A/GULP1",15
"GO:0030048","GO:0030048","actin filament-based movement","25/1842","44/4998",0.0053445755088989,0.0322887252878383,0.0247699485117423,"SCN1A/PDPN/SCN1B/KCNJ5/ANK2/KCNJ2/TNNI3/RYR2/TNNT1/KCNQ1/KCNH2/MYO5A/WAS/SCN4B/PDE4B/GJC1/NOS1AP/CACNA1C/TNNC2/STC1/GATA4/TNNI1/MYL4/KCNN2/TMOD1",25
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","29/1842","53/4998",0.00582495949305531,0.0350949123819631,0.0269226847754427,"MCOLN2/RAMP3/TRPA1/MCOLN3/HTR2B/ANK2/RYR2/GRIN2C/F2RL3/PTPRC/MYO5A/GPER1/CCL3/TRPM2/CLIC2/JPH4/CACNA1C/CEMIP/SLC8A1/APLNR/RASA3/CCR5/CALM1/ERO1A/TGFB1/JPH3/CX3CL1/DRD2/CCR7",29
"GO:0051146","GO:0051146","striated muscle cell differentiation","47/1842","94/4998",0.00582756847670974,0.0350949123819631,0.0269226847754427,"MYH11/WNT3A/MYMK/HAMP/CACNA1H/MYOD1/ADGRB1/EDN1/IGF1/HEY2/SORBS2/TNNT1/CD53/MYEF2/CDON/MEF2C/CACNA2D2/ARRB2/NFATC2/EFNB2/TNFSF14/PLPP7/IGSF22/BVES/SLC8A1/IGFBP5/MYOCD/PDGFRB/TBX5/RARB/NKX2-5/GATA4/TMOD2/MIR23A/CALR/MYO18B/TGFB1/SDC1/RBM24/OBSCN/NOV/WNT10B/RIPOR2/CDH2/TMOD1/GDF15/P2RX2",47
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","23/1842","40/4998",0.00610471563145149,0.0366476125090616,0.0281138219869477,"SLAMF6/IL18/IL12RB1/CD86/NCKAP1L/BCL3/LGALS9/PTGER4/LEF1/NLRP3/SASH3/GPR183/SATB1/MYB/BATF/JAK3/IL18R1/HLX/PRKCZ/BCL6/RIPK2/IL27/RORC",23
"GO:0070252","GO:0070252","actin-mediated cell contraction","23/1842","40/4998",0.00610471563145149,0.0366476125090616,0.0281138219869477,"SCN1A/PDPN/SCN1B/KCNJ5/ANK2/KCNJ2/TNNI3/RYR2/TNNT1/KCNQ1/KCNH2/SCN4B/PDE4B/GJC1/NOS1AP/CACNA1C/TNNC2/STC1/GATA4/TNNI1/MYL4/KCNN2/TMOD1",23
"GO:0051224","GO:0051224","negative regulation of protein transport","40/1842","78/4998",0.00612038338071759,0.0366836248758966,0.0281414484870444,"TLR8/FCGR2B/PDE2A/C5AR2/ABCC8/APOD/CD22/ADTRP/ADRA2A/LILRB1/RGCC/TLR6/IL33/IL10/SYT11/LRRK2/SRGN/CD36/CD200R1/GAS6/CD34/PTGER4/NLRP3/TMSB4X/SYTL4/IRS1/RHBDF2/IL1R2/CD200/RAB11FIP5/SRCIN1/LMAN1/CIDEA/CX3CL1/PKIA/MTNR1B/NOV/DRD2/CARD17/APOA2",40
"GO:0060402","GO:0060402","calcium ion transport into cytosol","32/1842","60/4998",0.00646283153608712,0.0386750518105907,0.0296691502528323,"MCOLN2/RAMP3/TRPA1/P2RX5/MCOLN3/HTR2B/ANK2/RYR2/GRIN2C/F2RL3/CD4/PTPRC/MYO5A/GPER1/CCL3/TRPM2/CLIC2/JPH4/CACNA1C/CEMIP/SLC8A1/APLNR/RASA3/CCR5/CALM1/ERO1A/TGFB1/JPH3/CX3CL1/DRD2/CCR7/P2RX2",32
